track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,speechiness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
I Just Wanna Know,2Scratch,39,I Just Wanna Know,2018-05-09,rap,0.667,0.411,6,-12.624,0.108,0.0916,0.1,128.05,225000,Low Popularity,Fast,Quiet,May
Forever,Nik $ix,36,1411,2018-09-08,rap,0.716,0.64,4,-11.413,0.481,0.185,0.155,164.015,165017,Low Popularity,Very Fast,Quiet,September
Lost Count,Walden Ash,31,Lost Count,2018-02-21,rap,0.748,0.642,3,-5.689,0.0575,0.117,0.343,85.937,202371,Low Popularity,Slow,Moderate,February
The Map,Seyon,8,The Map,2018-12-19,rap,0.749,0.577,1,-8.25,0.104,0.157,0.225,156.073,162429,Very Low Popularity,Very Fast,Moderate,December
Motorola,Anonymuz,32,Motorola,2017-12-01,rap,0.459,0.559,9,-8.219,0.256,0.356,0.316,120.055,203221,Low Popularity,Fast,Moderate,December
The Road,Shahmen,43,The Road,2019-03-08,rap,0.759,0.66,4,-7.536,0.45,0.0953,0.231,89.985,154897,Medium Popularity,Slow,Moderate,March
Bughuul,Unaverage Gang,29,Bughuul,2019-01-03,rap,0.764,0.652,8,-9.457,0.139,0.562,0.246,151.977,202880,Low Popularity,Very Fast,Moderate,January
King Kais Planet,11 LIT3S,41,King Kais Planet,2018-10-23,rap,0.68,0.754,7,-6.562,0.0494,0.157,0.107,122.03,240000,Medium Popularity,Fast,Moderate,October
Insomnia (feat. TheRealVspence),Rob Curly,35,Insomnia (feat. TheRealVspence),2016-12-20,rap,0.597,0.714,6,-5.506,0.109,0.0837,0.368,91.926,260533,Low Popularity,Moderate,Moderate,December
Fuoh,Zotiyac,28,Blackball,2018-06-10,rap,0.734,0.709,1,-10.433,0.429,0.111,0.499,140.157,154227,Low Popularity,Fast,Quiet,June
Surf Club,SAINt JHN,51,Collection One,2018-03-30,rap,0.781,0.66,1,-7.092,0.0352,0.102,0.45,136.053,240761,Medium Popularity,Fast,Moderate,March
Back & Fourth,$ANFI,12,BLUE,2018-04-08,rap,0.731,0.608,1,-7.723,0.206,0.0932,0.192,120.007,176082,Very Low Popularity,Fast,Moderate,April
Why,anders,37,Twos,2018-03-06,rap,0.785,0.535,8,-6.686,0.0445,0.11,0.229,135.058,162704,Low Popularity,Fast,Moderate,March
Yen,Night Lovell,45,Red Teenage Melody,2016-06-14,rap,0.637,0.2,2,-17.277,0.205,0.102,0.414,90.001,224000,Medium Popularity,Moderate,Very Quiet,June
Tired,Tvbuu,22,Thorn Depression Series,2018-12-30,rap,0.798,0.819,7,-6.689,0.121,0.139,0.191,90.03,149375,Low Popularity,Moderate,Moderate,December
We'll Try Again Tomorrow,Tvbuu,16,Thorn Depression Series,2018-12-30,rap,0.694,0.862,7,-3.555,0.217,0.323,0.29,89.981,213375,Very Low Popularity,Slow,Loud,December
Laid to Waste,Unaverage Gang,26,Laid to Waste,2018-07-31,rap,0.447,0.462,5,-12.312,0.148,0.101,0.28,130.029,206841,Low Popularity,Fast,Quiet,July
McDonalds Rich,SAINt JHN,50,McDonalds Rich,2018-10-17,rap,0.854,0.805,1,-5.796,0.24,0.114,0.814,156.011,172706,Medium Popularity,Very Fast,Moderate,October
Io sono qui,Salmo,26,Io sono qui,2016-01-22,rap,0.812,0.813,10,-5.583,0.0984,0.0758,0.348,128.066,180880,Low Popularity,Fast,Moderate,January
Euronymous,Ghostemane,52,Plagues,2016-11-14,rap,0.777,0.711,0,-3.902,0.137,0.205,0.293,139.973,153685,Medium Popularity,Fast,Loud,November
Bang Ya Fucking Head,gizmo,29,Blvc Svnd X Gizmo,2018-02-22,rap,0.69,0.76,1,-5.431,0.0895,0.134,0.0797,125.013,154929,Low Popularity,Fast,Moderate,February
John Dee,Ghostemane,56,John Dee,2016-12-27,rap,0.936,0.474,1,-9.694,0.393,0.111,0.168,129.999,166910,Medium Popularity,Fast,Moderate,December
Грустная сука,IC3PEAK,55,Сладкая жизнь,2017-11-07,rap,0.528,0.617,8,-6.123,0.0657,0.146,0.0356,119.047,199664,Medium Popularity,Moderate,Moderate,November
Пламя,IC3PEAK,42,Сладкая жизнь,2017-11-07,rap,0.299,0.381,3,-6.951,0.038,0.0932,0.0392,136.462,234000,Medium Popularity,Fast,Moderate,November
Timeless,Auxxk,17,Simplicity,2016-10-07,rap,0.665,0.446,1,-14.845,0.172,0.323,0.117,115.282,156048,Very Low Popularity,Moderate,Quiet,October
Pound for Pound,Auxxk,18,Simplicity,2016-10-07,rap,0.812,0.707,10,-6.815,0.0752,0.587,0.248,109.992,175203,Very Low Popularity,Moderate,Moderate,October
Overload,Auxxk,20,Overload,2017-11-19,rap,0.571,0.865,8,-4.99,0.0397,0.0906,0.177,150.017,166426,Very Low Popularity,Very Fast,Loud,November
Runnin' Thru The 7th With My Woadies,$uicideBoy$,72,$outh $ide $uicide,2015-09-01,rap,0.526,0.62,8,-7.244,0.281,0.139,0.187,112.027,205766,High Popularity,Moderate,Moderate,September
FUCKTHEPOPULATION,$uicideBoy$,63,My Liver Will Handle What My Heart Can't,2015-09-21,rap,0.818,0.576,0,-7.588,0.162,0.105,0.285,96.189,150187,High Popularity,Moderate,Moderate,September
2 Hot 4 U (feat. $Uicdeboy$),Fat Nick,60,When the Lean Runs Out,2016-05-31,rap,0.77,0.623,8,-7.025,0.0569,0.117,0.0947,134.974,199100,Medium Popularity,Fast,Moderate,May
Seppuku (feat. Suicideboy$ & Jgrxxn),Ghostemane,61,For the Aspiring Occultist,2015-09-16,rap,0.814,0.74,10,-5.438,0.0947,0.12,0.191,120.098,183937,High Popularity,Fast,Moderate,September
1000 Rounds,Pouya,70,1000 Rounds,2017-03-20,rap,0.825,0.761,8,-5.389,0.104,0.334,0.161,149.97,163371,High Popularity,Fast,Moderate,March
Bury Me,Getter,54,Bury Me,2017-08-31,rap,0.735,0.933,1,-2.151,0.0788,0.1,0.116,129.988,281538,Medium Popularity,Fast,Loud,August
Sea Sick,Fat Nick,50,Sea Sick,2017-03-13,rap,0.827,0.771,0,-4.374,0.318,0.109,0.545,149.867,166452,Medium Popularity,Fast,Loud,March
Grain,Getter,51,Dahlia I,2018-02-28,rap,0.68,0.707,2,-5.133,0.127,0.097,0.228,159.941,149804,Medium Popularity,Very Fast,Moderate,February
Caligula,Ghostemane,55,For the Aspiring Occultist,2015-09-16,rap,0.86,0.524,11,-4.698,0.0729,0.0993,0.142,114.946,148939,Medium Popularity,Moderate,Loud,September
Scrying Through Shattered Glass,Ghostemane,50,Blackmage,2016-07-03,rap,0.494,0.695,1,-10.566,0.751,0.223,0.0722,155.01,197077,Medium Popularity,Very Fast,Quiet,July
Polaris,Ghostemane,53,Hexada,2017-09-05,rap,0.649,0.772,11,-5.332,0.133,0.103,0.0294,109.973,219749,Medium Popularity,Moderate,Moderate,September
Until the Light Takes Us,Ghostemane,49,Plagues,2016-11-14,rap,0.816,0.62,11,-7.804,0.51,0.251,0.265,144.981,184733,Medium Popularity,Fast,Moderate,November
As Above so Look out Below,Ghostemane,49,Blackmage,2016-07-03,rap,0.713,0.839,4,-6.377,0.349,0.106,0.0369,150.004,149230,Medium Popularity,Very Fast,Moderate,July
Swan,Ghostemane,38,Rituals,2016-02-01,rap,0.449,0.645,4,-4.784,0.0366,0.107,0.0589,109.846,207442,Low Popularity,Moderate,Loud,February
Sneak Diss (feat. So6ix),Ghostemane,31,Oogabooga,2015-06-10,rap,0.923,0.94,9,-5.828,0.16,0.136,0.839,139.804,187260,Low Popularity,Fast,Moderate,June
Plague Doctor Mask,Ghostemane,39,For the Aspiring Occultist,2015-09-16,rap,0.832,0.802,11,-4.039,0.22,0.139,0.178,110.006,166798,Low Popularity,Moderate,Loud,September
Homecoming,Killstation,63,Homecoming,2016-04-01,rap,0.403,0.696,10,-5.956,0.236,0.0722,0.0696,89.999,272562,High Popularity,Slow,Moderate,April
Soldi in Nero - feat. Sfera Ebbasta,Shiva,77,Soldi in Nero (feat. Sfera Ebbasta),2019-11-28,rap,0.748,0.662,6,-4.832,0.285,0.17,0.346,157.918,183797,High Popularity,Very Fast,Loud,November
Gigolò (feat. Sfera Ebbasta & Capo Plaza),Lazza,74,Re Mida (Aurum),2019-10-03,rap,0.795,0.634,5,-8.771,0.142,0.0874,0.39,97.512,164302,High Popularity,Moderate,Moderate,October
SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,78,Persona,2019-10-31,rap,0.656,0.661,9,-5.888,0.0602,0.125,0.509,140.956,223045,High Popularity,Fast,Moderate,October
Bossoli,Shiva,74,Bossoli,2019-09-05,rap,0.825,0.655,5,-8.475,0.255,0.138,0.8,145.045,178759,High Popularity,Fast,Moderate,September
C'est La Vie,TY1,70,C'est La Vie,2019-11-08,rap,0.735,0.798,11,-5.811,0.121,0.0978,0.245,106.006,188491,High Popularity,Moderate,Moderate,November
ANSIA NO,FSK SATELLITE,76,FSK TRAPSHIT REVENGE,2019-12-05,rap,0.823,0.678,1,-6.664,0.56,0.218,0.706,160.133,148500,High Popularity,Very Fast,Moderate,December
blun7 a swishland,tha Supreme,78,blun7 a swishland,2019-11-08,rap,0.692,0.792,7,-5.984,0.245,0.255,0.566,129.883,167760,High Popularity,Fast,Moderate,November
GANG (feat. Geolier),Samurai Jay,72,GANG,2019-09-16,rap,0.803,0.456,11,-10.783,0.243,0.212,0.583,95.013,161684,High Popularity,Moderate,Quiet,September
Twerk (con Boro Boro),MamboLosco,73,Arte,2019-09-11,rap,0.906,0.525,9,-7.482,0.305,0.0859,0.365,96.005,152440,High Popularity,Moderate,Moderate,September
Non sto più in zona,Shiva,69,Non sto più in zona,2019-10-03,rap,0.86,0.711,8,-6.596,0.183,0.14,0.502,105.027,155825,High Popularity,Moderate,Moderate,October
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,76,Pookie (feat. Capo Plaza) [Remix],2019-08-30,rap,0.84,0.62,1,-6.91,0.129,0.0988,0.511,98.076,188401,High Popularity,Moderate,Moderate,August
SCACCIACANI - prod. Crookers & Nic Sarno,Ketama126,68,SCACCIACANI (prod. Crookers & Nic Sarno),2019-05-24,rap,0.651,0.649,0,-4.363,0.0366,0.128,0.455,133.971,219948,High Popularity,Fast,Loud,May
Ho Fatto Strada,Capo Plaza,70,Ho Fatto Strada,2019-11-22,rap,0.681,0.635,10,-7.856,0.0792,0.119,0.496,160.027,172500,High Popularity,Very Fast,Moderate,November
Cometa (feat. Dosseh),Izi,67,Cometa (feat. Dosseh),2019-12-12,rap,0.643,0.694,3,-6.297,0.0466,0.236,0.521,129.054,182907,High Popularity,Fast,Moderate,December
Glock (feat. DrefGold & Giaime),Dark Polo Gang,67,Glock,2019-11-26,rap,0.914,0.619,8,-8.323,0.146,0.105,0.166,100.995,182970,High Popularity,Moderate,Moderate,November
LOVE BANDANA,Ketama126,70,KETY,2019-10-18,rap,0.623,0.76,8,-6.688,0.2,0.119,0.566,155.015,212880,High Popularity,Very Fast,Moderate,October
occh1 purpl3 - feat. Marracash,tha Supreme,74,23 6451,2019-11-15,rap,0.66,0.809,2,-4.837,0.156,0.16,0.547,133.922,187822,High Popularity,Fast,Loud,November
Mwaka Moon - Remix,Kalash,62,Mwaka Moon (Remix),2018-05-18,rap,0.768,0.556,1,-7.146,0.0739,0.107,0.24,155.07,237179,High Popularity,Very Fast,Moderate,May
Bandito,Enzo Dong,66,Dio perdona io no,2019-10-25,rap,0.793,0.762,8,-5.252,0.0591,0.128,0.447,132.097,195455,High Popularity,Fast,Moderate,October
Mc Drive (feat. Shiva),MamboLosco,64,Arte,2019-09-11,rap,0.81,0.603,2,-8.071,0.0405,0.295,0.805,136.003,188320,High Popularity,Fast,Moderate,September
Tutto apposto (feat. Capo Plaza),Philip,63,Tutto apposto (feat. Capo Plaza),2019-09-27,rap,0.7,0.616,4,-8.505,0.155,0.174,0.55,140.0,175429,High Popularity,Fast,Moderate,September
FIORI,Giaime,70,FIORI,2019-07-18,rap,0.85,0.567,4,-8.739,0.199,0.115,0.161,99.99,168000,High Popularity,Moderate,Moderate,July
"pers0na2 - feat. Gemitaiz, Madman",tha Supreme,70,23 6451,2019-11-15,rap,0.682,0.79,7,-5.15,0.0723,0.115,0.676,122.99,251511,High Popularity,Fast,Moderate,November
Rip RMX (feat. Shiva),Side Baby,65,Arturo,2019-06-19,rap,0.719,0.528,0,-8.857,0.292,0.122,0.346,171.937,159767,High Popularity,Very Fast,Moderate,June
Porto Cervo,Lazza,61,Porto Cervo,2018-07-13,rap,0.855,0.666,10,-4.581,0.104,0.0885,0.758,100.006,235425,High Popularity,Moderate,Loud,July
48H (feat. Sfera Ebbasta),Izi,68,Aletheia,2019-05-10,rap,0.755,0.502,5,-9.08,0.0655,0.105,0.6,149.919,198125,High Popularity,Fast,Moderate,May
Tuta Black,Paky,69,Tuta Black,2019-11-20,rap,0.835,0.606,2,-8.139,0.141,0.097,0.346,129.932,195692,High Popularity,Fast,Moderate,November
no14 - feat. Dani Faiv,tha Supreme,72,23 6451,2019-11-15,rap,0.621,0.694,10,-7.773,0.0987,0.155,0.644,90.059,176440,High Popularity,Moderate,Moderate,November
MAI (feat. Lele Blade & Fred De Palma),Giaime,63,MAI (feat. Lele Blade & Fred De Palma),2019-11-08,rap,0.758,0.804,11,-4.704,0.0531,0.169,0.197,100.003,170400,High Popularity,Moderate,Loud,November
Fuori E Dentro (feat. tha Supreme),Gemitaiz,71,Scatola Nera,2019-09-19,rap,0.919,0.582,2,-7.201,0.119,0.118,0.538,123.947,170000,High Popularity,Fast,Moderate,September
Mea Muri Tu (feat. MV Killa & Yung Snapp),Vale Lambo,45,Mea Muri Tu (feat. MV Killa & Yung Snapp),2020-01-16,rap,0.701,0.685,1,-3.937,0.0401,0.786,0.592,112.041,194464,Medium Popularity,Moderate,Loud,January
Guarda Come Flexo 2,MamboLosco,22,Guarda Come Flexo 2,2018-09-07,rap,0.843,0.528,1,-8.722,0.0657,0.0617,0.459,140.05,178645,Low Popularity,Fast,Moderate,September
Follia Del Mattino,Vegas Jones,64,La Bella Musica,2019-11-08,rap,0.55,0.686,1,-7.668,0.0964,0.176,0.311,159.929,169500,High Popularity,Very Fast,Moderate,November
Stamm Fort (feat. Sfera Ebbasta),Luche,1,Stamm Fort,2019-01-18,rap,0.78,0.521,0,-5.094,0.123,0.0967,0.643,160.087,171375,Very Low Popularity,Very Fast,Moderate,January
Esagono (feat. Salmo),Gemitaiz,67,Scatola Nera,2019-09-19,rap,0.827,0.738,8,-6.403,0.207,0.0257,0.718,137.956,186427,High Popularity,Fast,Moderate,September
American Pie,Xamã,66,O Iluminado,2019-12-12,rap,0.583,0.468,9,-8.794,0.339,0.1,0.322,130.002,179077,High Popularity,Fast,Moderate,December
Mitsubishi,Orochi,69,Mitsubishi,2019-11-22,rap,0.751,0.57,11,-7.017,0.209,0.101,0.705,110.02,182182,High Popularity,Moderate,Moderate,November
Na Onda,Orochi,67,Na Onda,2019-11-05,rap,0.44,0.454,0,-9.268,0.128,0.0895,0.21,86.488,199385,High Popularity,Slow,Moderate,November
Primeiro Milhão,Hungria Hip Hop,68,Primeiro Milhão,2019-11-22,rap,0.817,0.516,5,-9.359,0.193,0.153,0.435,130.043,213447,High Popularity,Fast,Moderate,November
Kallidade,Kalli,69,Kallidade,2019-07-11,rap,0.783,0.483,1,-8.963,0.127,0.185,0.299,100.036,158400,High Popularity,Moderate,Moderate,July
Não Me Sinto Mal Mais,Sidoka,73,Não Me Sinto Mal Mais,2019-10-18,rap,0.814,0.665,9,-7.87,0.173,0.108,0.326,126.027,265356,High Popularity,Fast,Moderate,October
Com a Mala,Costa Gold,61,Com a Mala,2019-12-20,rap,0.879,0.78,8,-3.929,0.322,0.265,0.848,136.84,213285,High Popularity,Fast,Loud,December
Porsche,Jovem Dex,65,Porsche,2019-10-31,rap,0.843,0.437,10,-9.864,0.0681,0.0837,0.565,123.959,159360,High Popularity,Fast,Moderate,October
Acende o Isqueiro,Orochi,71,Acende o Isqueiro,2019-06-14,rap,0.48,0.565,8,-9.954,0.375,0.096,0.806,112.988,207529,High Popularity,Moderate,Moderate,June
Bailão,Meno Tody,65,Bailão,2019-07-29,rap,0.784,0.572,8,-8.378,0.0912,0.102,0.768,147.046,210612,High Popularity,Fast,Moderate,July
Marginais Trap #1,Marginal Supply,63,Marginais Trap #1,2019-12-03,rap,0.913,0.612,1,-7.042,0.306,0.234,0.32,129.953,243708,High Popularity,Fast,Moderate,December
Bad Bad Bad,Kalli,57,Bad Bad Bad,2019-11-01,rap,0.906,0.447,1,-11.407,0.0673,0.118,0.817,120.978,152500,Medium Popularity,Fast,Quiet,November
Jordan,Kawe,60,Jordan,2019-12-13,rap,0.749,0.631,2,-6.669,0.21,0.196,0.27,129.953,190154,Medium Popularity,Fast,Moderate,December
Flash,MC Caverinha,68,Flash,2019-09-09,rap,0.913,0.366,7,-14.341,0.329,0.148,0.123,125.035,155937,High Popularity,Fast,Quiet,September
Mantém,WIU,71,Mantém,2019-10-09,rap,0.754,0.765,10,-5.354,0.0777,0.113,0.53,129.983,195692,High Popularity,Fast,Moderate,October
Multiplica,Meno Tody,59,Multiplica,2019-12-09,rap,0.767,0.551,10,-6.541,0.0829,0.118,0.196,83.037,190843,Medium Popularity,Slow,Moderate,December
Tango,Jovem Dex,64,Tango,2019-08-14,rap,0.72,0.685,4,-5.708,0.137,0.148,0.25,127.122,244739,High Popularity,Fast,Moderate,August
Malvadão 2,Xamã,63,Malvadão 2,2019-09-13,rap,0.881,0.595,11,-9.781,0.0714,0.112,0.911,130.019,149113,High Popularity,Fast,Moderate,September
Sessão do Descarrego,Filipe Ret,67,Sessão do Descarrego,2019-06-12,rap,0.778,0.681,0,-7.148,0.245,0.111,0.142,121.047,235307,High Popularity,Fast,Moderate,June
Baby Hair,Recayd Mob,60,Baby Hair,2019-11-22,rap,0.824,0.846,5,-4.81,0.0813,0.128,0.752,132.948,221502,Medium Popularity,Fast,Loud,November
Jovem Tralha,Felp 22,59,Jovem Tralha,2019-09-05,rap,0.736,0.699,10,-4.216,0.0399,0.124,0.416,135.924,202059,Medium Popularity,Fast,Loud,September
Um Pedido,Hungria Hip Hop,72,Um Pedido,2019-06-07,rap,0.813,0.57,1,-7.709,0.139,0.0987,0.215,139.996,203546,High Popularity,Fast,Moderate,June
Olha Pro Oclin,Sidoka,67,Doka Language,2019-07-11,rap,0.901,0.484,5,-11.169,0.117,0.198,0.766,130.02,221490,High Popularity,Fast,Quiet,July
Balão,Orochi,45,Balão,2019-03-25,rap,0.534,0.571,0,-6.19,0.162,0.181,0.209,116.654,253333,Medium Popularity,Moderate,Moderate,March
Pipe,MC Igu,56,Pipe,2019-11-15,rap,0.97,0.178,2,-16.098,0.304,0.107,0.451,125.017,199715,Medium Popularity,Fast,Very Quiet,November
Novo Drip,Recayd Mob,55,Novo Drip,2019-07-19,rap,0.945,0.252,8,-11.641,0.258,0.101,0.0791,130.031,294245,Medium Popularity,Fast,Quiet,July
30 Bandido!,Costa Gold,62,30 Bandido!,2019-07-26,rap,0.9,0.781,1,-5.452,0.159,0.0513,0.79,135.025,165150,High Popularity,Fast,Moderate,July
Petalaz,Sidoka,61,Petalaz,2019-08-27,rap,0.844,0.62,6,-7.424,0.232,0.116,0.497,133.958,194342,High Popularity,Fast,Moderate,August
Cabelinho Disfarçado,Bonde R300,51,Cabelinho Disfarçado,2019-04-14,rap,0.905,0.598,8,-3.247,0.264,0.108,0.393,132.086,167352,Medium Popularity,Fast,Loud,April
Tipo Gta,MC Caverinha,62,Tipo Gta,2019-05-18,rap,0.828,0.412,10,-12.16,0.0835,0.0883,0.459,130.034,221571,High Popularity,Fast,Quiet,May
07,Sidoka,60,Elevate,2018-12-28,rap,0.68,0.876,6,-4.472,0.213,0.128,0.491,127.267,221122,Medium Popularity,Fast,Loud,December
Rockstar,Jovem Dex,64,Rockstar,2019-05-24,rap,0.687,0.644,4,-7.927,0.075,0.0875,0.199,141.018,254481,High Popularity,Fast,Moderate,May
Banco,Matuê,70,Banco,2019-01-16,rap,0.662,0.715,1,-6.593,0.153,0.0916,0.28,165.879,254734,High Popularity,Very Fast,Moderate,January
Sucesso Na Vida,Choice,50,Sucesso Na Vida,2019-06-19,rap,0.715,0.567,10,-7.537,0.132,0.0902,0.507,131.95,218182,Medium Popularity,Fast,Moderate,June
Plaqtudum,Recayd Mob,67,Plaqtudum,2018-09-19,rap,0.89,0.74,1,-6.367,0.0681,0.118,0.0683,122.023,175441,High Popularity,Fast,Moderate,September
Nicole Bahls,MC Igu,59,Nicole Bahls,2018-12-31,rap,0.85,0.718,1,-6.846,0.318,0.283,0.712,130.053,236415,Medium Popularity,Fast,Moderate,December
Sommelier,Sidoka,62,Sommelier,2019-03-20,rap,0.777,0.739,10,-5.746,0.168,0.103,0.681,134.918,174298,High Popularity,Fast,Moderate,March
Luxúria,Xamã,70,Pecado Capital,2018-05-24,rap,0.737,0.564,7,-8.293,0.316,0.0985,0.684,140.075,185311,High Popularity,Fast,Moderate,May
Rock N' Roll,Dfideliz,56,Rock N' Roll,2018-12-14,rap,0.866,0.422,1,-11.239,0.0635,0.112,0.382,132.031,173451,Medium Popularity,Fast,Quiet,December
Chega de Falar de Ice,Leozin,21,Chega de Falar de Ice,2019-01-25,rap,0.609,0.464,11,-8.509,0.212,0.104,0.265,129.824,177245,Low Popularity,Fast,Moderate,January
Espanha,Sidoka,60,Doka Language,2019-07-11,rap,0.921,0.645,7,-6.43,0.16,0.109,0.528,114.931,168152,Medium Popularity,Moderate,Moderate,July
"Obrigado, Mãe.",Dfideliz,61,"Obrigado, Mãe.",2019-02-15,rap,0.772,0.554,1,-12.911,0.0332,0.146,0.546,109.982,157091,High Popularity,Moderate,Quiet,February
Anos Luz,Matuê,5,Anos Luz,2017-11-28,rap,0.634,0.498,6,-10.242,0.103,0.115,0.299,109.817,264036,Very Low Popularity,Moderate,Quiet,November
Scotch,Sidoka,60,Elevate,2018-12-28,rap,0.629,0.667,1,-6.548,0.311,0.102,0.183,129.954,221500,Medium Popularity,Fast,Moderate,December
Pinky Ring - Remix,Miky Woodz,66,Pinky Ring (Remix),2019-12-27,rap,0.911,0.562,2,-6.222,0.168,0.343,0.649,138.98,283573,High Popularity,Fast,Moderate,December
Gan-Ga - Remix,Bryant Myers,79,Gan-Ga (Remix),2019-11-15,rap,0.861,0.572,6,-6.537,0.415,0.0853,0.396,90.052,193363,High Popularity,Moderate,Moderate,November
¿Quien Tu Eres?,Bad Bunny,71,X 100PRE,2018-12-23,rap,0.727,0.58,2,-6.804,0.136,0.125,0.325,137.048,159229,High Popularity,Fast,Moderate,December
2020,KEVVO,56,2020,2020-01-01,rap,0.701,0.465,10,-11.468,0.509,0.664,0.41,102.02,209779,Medium Popularity,Moderate,Quiet,January
Patek,Ozuna,75,Nibiru,2019-11-29,rap,0.839,0.554,0,-6.124,0.181,0.0923,0.727,139.952,249733,High Popularity,Fast,Moderate,November
Subiendo De Nivel,Jhay Cortez,58,Famouz,2019-05-24,rap,0.659,0.56,2,-6.821,0.0491,0.0975,0.298,163.057,242080,Medium Popularity,Very Fast,Moderate,May
Canam,Farruko,64,Canam,2019-12-20,rap,0.742,0.745,11,-6.296,0.231,0.38,0.673,151.932,222853,High Popularity,Very Fast,Moderate,December
Cereza,Fuego,69,Cereza,2019-11-08,rap,0.769,0.596,7,-5.931,0.111,0.127,0.143,146.028,164200,High Popularity,Fast,Moderate,November
Subimos de Rango,Omy de Oro,64,Subimos de Rango,2019-08-21,rap,0.809,0.653,6,-6.705,0.29,0.106,0.73,129.798,266092,High Popularity,Fast,Moderate,August
FEKA,De La Ghetto,61,FEKA,2019-10-24,rap,0.897,0.607,11,-5.554,0.231,0.363,0.165,139.982,251893,High Popularity,Fast,Moderate,October
La Playa - Remix,Myke Towers,79,La Playa (Remix),2020-01-03,rap,0.775,0.633,10,-3.332,0.133,0.219,0.394,140.008,250333,High Popularity,Fast,Loud,January
Champagne Rose,Amenazzy,61,Champagne Rose,2019-11-22,rap,0.654,0.733,9,-4.127,0.0705,0.0751,0.45,140.005,281653,High Popularity,Fast,Loud,November
5 Stars (feat. Polima Westcoast),C. Tangana,68,5 Stars (feat. Polima Westcoast),2019-11-20,rap,0.801,0.723,7,-5.595,0.0456,0.106,0.599,123.994,244972,High Popularity,Fast,Moderate,November
No Me Ronke (with Miky Woodz & Jon Z),Jay Menez,55,No Me Ronke (with Miky Woodz & Jon Z),2019-12-12,rap,0.847,0.763,10,-1.971,0.0478,0.163,0.347,119.957,206000,Medium Popularity,Moderate,Loud,December
Disimulas,Alex Rose,57,LOST,2019-11-08,rap,0.783,0.72,6,-6.17,0.0864,0.0881,0.487,119.996,262635,Medium Popularity,Moderate,Moderate,November
Memoria Rota,Arcangel,69,Memoria Rota,2019-10-25,rap,0.637,0.656,0,-6.301,0.0563,0.469,0.582,139.964,205451,High Popularity,Fast,Moderate,October
El Final,J Alvarez,46,"La Fama Que Camina, Vol. 2",2019-11-08,rap,0.866,0.719,6,-4.102,0.176,0.236,0.537,128.037,220333,Medium Popularity,Fast,Loud,November
Días Lluviosos (with Lenny Tavarez),Juhn,69,Días Lluviosos (with Lenny Tavarez),2019-12-07,rap,0.813,0.571,2,-7.393,0.096,0.166,0.543,139.969,281653,High Popularity,Fast,Moderate,December
No Le Baje (Como en los Viejos Tiempos),Miky Woodz,59,No Le Baje (Como en los Viejos Tiempos),2019-11-12,rap,0.766,0.691,0,-5.33,0.157,0.116,0.233,137.957,225933,Medium Popularity,Fast,Moderate,November
Velitas,Darell,80,Velitas,2019-07-12,rap,0.819,0.596,2,-7.009,0.318,0.138,0.622,165.951,225542,High Popularity,Very Fast,Moderate,July
Demasiado Tarde,Micro Tdh,74,Demasiado Tarde,2019-11-11,rap,0.823,0.556,6,-7.141,0.0889,0.3,0.557,129.985,271548,High Popularity,Fast,Moderate,November
Lalu,Omy de Oro,53,Lalu,2019-11-21,rap,0.802,0.548,0,-8.798,0.111,0.218,0.24,145.059,204663,Medium Popularity,Fast,Moderate,November
"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",Khea,71,"Tengo 30 (feat. Duki, Cazzu, Neo Pistea & Tali Goya)",2019-09-27,rap,0.803,0.533,8,-6.243,0.102,0.391,0.378,129.96,269538,High Popularity,Fast,Moderate,September
YO LE LLEGO,J Balvin,74,OASIS,2019-06-28,rap,0.785,0.792,9,-4.695,0.0641,0.104,0.528,155.036,249600,High Popularity,Very Fast,Loud,June
Vamos Pa' Encimota,D.OZI,53,Vamos Pa' Encimota,2019-12-06,rap,0.771,0.758,1,-5.321,0.376,0.205,0.662,159.951,260179,Medium Popularity,Very Fast,Moderate,December
Tú No Amas,Mambo Kingz,73,Tú No Amas,2019-06-19,rap,0.803,0.589,11,-5.889,0.0954,0.634,0.562,140.057,273321,High Popularity,Fast,Moderate,June
Por Contarle Los Secretos,Jon Z,67,Por Contarle Los Secretos,2019-11-27,rap,0.772,0.765,7,-4.576,0.066,0.107,0.392,143.979,280646,High Popularity,Fast,Loud,November
Te Di Primero,Mathew,43,Te Di Primero,2019-12-05,rap,0.759,0.51,1,-10.656,0.238,0.126,0.496,145.024,282000,Medium Popularity,Fast,Quiet,December
Salgo a Buscarte,Jon Z,63,Salgo a Buscarte,2019-10-25,rap,0.781,0.567,7,-6.736,0.16,0.324,0.331,117.042,201226,High Popularity,Moderate,Moderate,October
Deja Que Fluya,Lary Over,64,Deja Que Fluya,2019-07-26,rap,0.629,0.586,9,-4.219,0.242,0.065,0.361,171.649,193307,High Popularity,Very Fast,Loud,July
