track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_category,tempo_category,loudness_category,release_month
Down,Jay Sean,76.0,All Or Nothing,2009-01-01,pop,0.657,0.695,2.0,-4.493,1.0,0.0321,0.175427786901252,0.0,0.0822,0.683,65.997,212107.0,High Popularity,Very Slow,Loud,January
DONTTRUSTME,3OH!3,68.0,WANT,2008-07-07,pop,0.791,0.713,5.0,-3.742,0.0,0.254,0.0163,0.0,0.189,0.5098375511751326,130.012,192573.0,Medium Popularity,Fast,Loud,July
Right Now (Na Na Na),Akon,66.0,Freedom,2008-01-01,pop,0.832,0.87,8.0,-4.2,0.0,0.10698268610046399,0.267,0.0,0.412,0.566,138.003,240747.0,Medium Popularity,Fast,Loud,January
My First Kiss - feat. Ke$ha,3OH!3,61.0,Streets Of Gold,2010-06-25,pop,0.682,0.889,0.0,-4.166,1.0,0.0804,0.00564,0.0,0.36,0.827,121.04495242659672,192440.0,Medium Popularity,Fast,Loud,June
Pass Me By,R5,46.0,Louder (Deluxe),2013-01-01,pop,0.683,0.795,8.0,-4.761,1.0,0.10698268610046399,0.0431,0.0,0.33,0.744,89.509,201133.0,Medium-Low Popularity,Slow,Loud,January
Pieces Of Me,Ashlee Simpson,54.0,Autobiography,2004-01-01,pop,0.532,0.807,2.0,-4.301,1.0,0.057,0.0584,0.0,0.114,0.759,121.04495242659672,217440.0,Medium Popularity,Fast,Loud,January
Don't Cha,The Pussycat Dolls,66.0,PCD,2005-01-01,pop,0.877,0.637,1.0,-3.493,0.0,0.101,0.175427786901252,2.5e-06,0.0959,0.569,119.988,272080.0,Medium Popularity,Moderate,Loud,January
Burnin' Up,Jonas Brothers,71.0,A Little Bit Longer,2008-08-12,pop,0.667,0.954,2.0,-3.462,0.5638447617132516,0.0817,0.0296,0.0,0.331,0.807,114.0,175093.0,High Popularity,Moderate,Loud,August
Breathe,Michelle Branch,53.0,Hotel Paper (U.S. Version-Enh'd),2003-06-24,pop,0.644,0.753,6.0,-4.296,1.0,0.0391,0.0279,0.00227,0.108,0.209,117.148,225829.00778894473,Medium Popularity,Moderate,Loud,June
Why Can't I?,Liz Phair,55.0,Liz Phair,2003-01-01,pop,0.487,0.759,11.0,-6.7204889102207845,1.0,0.0405,0.0273,0.0,0.165,0.227,80.958,208360.0,Medium Popularity,Slow,Moderate,January
Drama Queen (That Girl) - Original Version,Lindsay Lohan,42.58588104502501,Confessions Of A Teenage Drama Queen,2004-01-01,pop,0.653,0.828,2.0,-5.22,1.0,0.0463,0.00103,0.00839,0.0938,0.898,129.989,209093.0,Medium-Low Popularity,Fast,Moderate,January
Who Knew,P!nk,69.0,I'm Not Dead,2006-04-04,pop,0.688,0.733,9.0,-4.569,1.0,0.0274,0.00462,0.08365661309457895,0.0756,0.459,140.004,208493.0,Medium Popularity,Very Fast,Loud,April
Midnight City,M83,74.0,"Hurry up, We're Dreaming",2011-10-17,pop,0.507,0.729,11.0,-5.399,0.0,0.0393,0.0182,1.4e-06,0.0658,0.272,121.04495242659672,243960.0,High Popularity,Fast,Moderate,October
Hold Tight,Josha Daniel,32.0,Hold Tight,2020-01-10,pop,0.543,0.662,0.0,-10.177,1.0,0.0301,0.09,0.527,0.149,0.22,121.04495242659672,249449.0,Medium-Low Popularity,Fast,Quiet,January
Someone New,Quentyn,45.0,Someone New,2019-11-22,pop,0.588,0.627,5.0,-7.249,0.0,0.0453,0.0149,0.105,0.19030977962953666,0.39,112.018,182143.0,Medium-Low Popularity,Moderate,Moderate,November
Electric Feel,MGMT,77.0,Oracular Spectacular,2007-12-14,pop,0.763,0.807,1.0,-3.714,1.0,0.035,0.0714,0.08365661309457895,0.348,0.559,103.038,229640.0,High Popularity,Moderate,Loud,December
Rush,Quentyn,42.58588104502501,Rush (feat. Pikes),2019-05-17,pop,0.513,0.681,0.0,-6.677,1.0,0.0419,0.0265,0.000168,0.0811,0.101,100.003,247200.0,Medium-Low Popularity,Moderate,Moderate,May
Home,New Spell,26.0,Home,2019-12-06,pop,0.536,0.564,8.0,-11.09,0.0,0.0345,0.0745,0.08365661309457895,0.11,0.471,79.974,237875.0,Low Popularity,Very Slow,Quiet,December
Open Up,Josha Daniel,42.58588104502501,Open Up,2019-10-25,pop,0.512,0.757,9.0,-7.98,0.0,0.0274,0.00507,0.948,0.298,0.329,116.016,231207.0,Medium-Low Popularity,Moderate,Moderate,October
Moving On,Quentyn,32.0,Moving On (feat. Robin Vane),2017-06-30,pop,0.562,0.799,1.0,-5.263,1.0,0.0421,0.0444,0.08365661309457895,0.334,0.225,116.978,221538.0,Medium-Low Popularity,Moderate,Moderate,June
In the End (Lost Tapes),Röyksopp,45.0,In the End (Lost Tapes),2019-04-03,pop,0.357,0.6989134898547792,7.0,-10.399,1.0,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721.0,Medium-Low Popularity,Moderate,Quiet,April
Jerusalem - Pt. 2,Quentyn,34.0,Jerusalem,2018-12-14,pop,0.691,0.511,5.0,-9.637,0.0,0.0334,0.12,0.00769,0.107,0.238,121.04495242659672,163240.0,Medium-Low Popularity,Fast,Moderate,December
Long Shot - Mount Pleasant Remix,Transviolet,45.0,Long Shot (Mount Pleasant Remix),2020-01-03,pop,0.692,0.6989134898547792,8.0,-7.305,1.0,0.0424,0.485,0.113,0.159,0.233,116.983,223590.0,Medium-Low Popularity,Moderate,Moderate,January
parallel world,teepee,20.0,parallel world,2020-01-10,pop,0.662,0.346,2.0,-15.006,0.5638447617132516,0.0295,0.519,0.00235,0.0926,0.397,126.967,202613.0,Low Popularity,Fast,Very Quiet,January
On Your Mind,Quentyn,42.58588104502501,On Your Mind (feat. Josha Daniel),2019-08-16,pop,0.575,0.885,1.0,-5.045,0.0,0.0308,0.00221,0.704,0.19,0.217,115.007,204522.0,Medium-Low Popularity,Moderate,Moderate,August
A Part,INTET,23.0,A Part,2020-01-10,pop,0.49,0.607,2.0,-7.003,1.0,0.0252,0.122,0.0538,0.0841,0.5098375511751326,95.986,190427.0,Low Popularity,Slow,Moderate,January
Mono,Sacred Animals,39.0,Mono,2019-09-27,pop,0.612,0.824,6.0,-7.498,0.0,0.10698268610046399,0.00118,0.0438,0.0703,0.543,92.513,199621.0,Medium-Low Popularity,Slow,Moderate,September
Dead of the Night,Strath,34.0,Dead of the Night,2020-01-07,pop,0.643,0.749,5.387222222222222,-4.867,0.0,0.0363,0.445,0.309,0.622,0.309,112.492,259124.0,Medium-Low Popularity,Moderate,Loud,January
Innocence,Quentyn,38.0,Innocence (feat. Zay),2019-03-08,pop,0.562,0.702,5.0,-6.09,0.0,0.042,0.0477,4.58e-05,0.322,0.331,102.043,225829.00778894473,Medium-Low Popularity,Moderate,Moderate,March
P.D.R.,The Bergamot,18.0,Mayflies,2019-09-19,pop,0.625,0.633,2.0,-7.211,1.0,0.0336,0.00885,0.08365661309457895,0.118,0.613,162.063,242426.0,Low Popularity,Extremely Fast,Moderate,September
Home Tonight,Quentyn,36.0,Home Tonight,2017-09-29,pop,0.629,0.776,5.387222222222222,-6.555,1.0,0.0939,0.00157,0.111,0.152,0.485,119.98,210000.0,Medium-Low Popularity,Moderate,Moderate,September
Deliverance,CHVRCHES,36.0,Love Is Dead,2018-05-25,pop,0.564,0.78,1.0,-5.25,1.0,0.0281,0.00128,0.00162,0.113,0.197,121.04495242659672,252838.0,Medium-Low Popularity,Fast,Moderate,May
Make Up Your Mind,KEV,0.0,Make Up Your Mind,2018-01-26,pop,0.611,0.753,9.0,-9.153,1.0,0.0509,0.0321,1e-06,0.0343,0.22,105.016,225829.00778894473,Unknown,Moderate,Moderate,January
Arrive,Quentyn,37.0,Arrive,2017-12-08,pop,0.449,0.625,5.387222222222222,-6.234,0.0,0.049,0.00164,0.897,0.166,0.356,123.069,187317.0,Medium-Low Popularity,Fast,Moderate,December
Monster,Quentyn,33.0,Monster (feat. The Crushboys),2018-06-15,pop,0.629,0.79,0.0,-5.384,0.0,0.0327,0.23,0.0,0.114,0.201,121.04495242659672,217570.0,Medium-Low Popularity,Fast,Moderate,June
Crazy Eights,Futurist,24.0,Omens,2019-09-27,pop,0.464,0.586,11.0,-8.453,0.0,0.0291,0.178,0.00785,0.19030977962953666,0.237,89.875,358720.0,Low Popularity,Slow,Moderate,September
Nightride,Carl Louis,42.58588104502501,Nightride,2019-08-16,pop,0.512,0.613,2.0,-7.286,0.0,0.0379,0.0592,0.0563,0.253,0.324,120.0,273801.0,Medium-Low Popularity,Moderate,Moderate,August
Moving On,Roosevelt,0.0,Roosevelt,2016-08-19,pop,0.582,0.913,6.0,-6.517,1.0,0.0387,0.0288,0.67,0.331,0.715,121.04495242659672,283007.0,Unknown,Fast,Moderate,August
On the Weekend - Phantoms Remix,Moli,44.0,On the Weekend (Phantoms Remix),2019-12-13,pop,0.661,0.754,1.0,-8.905,0.5638447617132516,0.0322,0.000742,0.299,0.0952,0.492,123.989,227306.0,Medium-Low Popularity,Fast,Moderate,December
Paradise,So So Sun,20.0,Paradise,2019-12-20,pop,0.671,0.725,5.0,-7.247,1.0,0.0359,0.00411,0.0202,0.234,0.41,121.04495242659672,215102.0,Low Popularity,Fast,Moderate,December
Sundown,EAUXMAR,46.0,Sundown,2019-05-03,pop,0.646,0.679,6.0,-6.328,1.0,0.0261,0.00199,0.48,0.352,0.599,104.981,225829.00778894473,Medium-Low Popularity,Moderate,Moderate,May
One Last Time,Kirmont,20.0,One Last Time,2019-01-18,pop,0.6545498077701337,0.847,4.0,-4.0,0.0,0.0418,0.00523,0.00484,0.475,0.609,149.959,277110.0,Low Popularity,Very Fast,Loud,January
Painting Pictures,TOFFE,29.0,Painting Pictures,2017-04-28,pop,0.618,0.756,5.387222222222222,-6.742,1.0,0.0486,0.218,2.88e-05,0.0901,0.487,103.066,209166.0,Low Popularity,Moderate,Moderate,April
Highlight of My Week,East Harbor,42.58588104502501,Highlight of My Week,2019-12-12,pop,0.641,0.877,0.0,-5.824,1.0,0.0267,0.000253,0.00909,0.144,0.764,125.998,161280.0,Medium-Low Popularity,Fast,Moderate,December
Let It Happen,Tame Impala,12.0,Currents,2015-07-17,pop,0.602,0.874,1.0,-5.906,0.0,0.0428,0.00476,0.0192,0.19030977962953666,0.612,125.017,467585.0,Low Popularity,Fast,Moderate,July
Closer (feat. Halsey),The Chainsmokers,85.0,Closer (feat. Halsey),2016-07-29,pop,0.748,0.524,8.0,-5.599,1.0,0.0338,0.175427786901252,0.0,0.111,0.661,95.01,244960.0,High Popularity,Slow,Moderate,July
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,67.0,Native,2014-01-01,pop,0.6545498077701337,0.754,2.0,-5.689,1.0,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187.0,Medium Popularity,Fast,Moderate,January
Faded,Alan Walker,77.0,Faded,2015-12-04,pop,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.5098375511751326,90.011,212627.0,High Popularity,Slow,Moderate,December
One Dance,Drake,20.0,Views,2016-05-06,pop,0.791,0.619,1.0,-5.886,1.0,0.0532,0.175427786901252,0.00423,0.351,0.371,103.989,173987.0,Low Popularity,Moderate,Moderate,May
Kill Em With Kindness,Selena Gomez,63.0,Revival (Deluxe),2015-10-09,pop,0.6545498077701337,0.884,10.0,-5.488,0.0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907.0,Medium Popularity,Fast,Moderate,October
Chained To The Rhythm,Katy Perry,9.0,Chained To The Rhythm,2017-02-10,pop,0.451,0.809,0.0,-5.327,1.0,0.10698268610046399,0.073,0.0,0.201,0.481,189.888,237915.0,Very Low Popularity,Ultra Fast,Moderate,February
Side To Side,Ariana Grande,79.0,Dangerous Woman,2016-05-20,pop,0.65,0.736,6.0,-5.84,0.0,0.229,0.175427786901252,0.0,0.235,0.612,159.174,226160.0,High Popularity,Very Fast,Moderate,May
Starving,Hailee Steinfeld,77.0,Starving,2016-07-22,pop,0.729,0.615,4.0,-4.238,1.0,0.0647,0.378,0.08365661309457895,0.105,0.508,99.989,181880.0,High Popularity,Slow,Loud,July
Runaway (U & I),Galantis,74.0,Pharmacy,2015-06-05,pop,0.506,0.805,1.0,-6.7204889102207845,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074.0,High Popularity,Fast,Moderate,June
Something Just Like This,The Chainsmokers,76.0,Something Just Like This,2017-02-22,pop,0.607,0.649,11.0,-6.695,0.5638447617132516,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627.0,High Popularity,Moderate,Moderate,February
Rather Be (feat. Jess Glynne),Clean Bandit,70.0,New Eyes,2014-06-02,pop,0.799,0.586,5.387222222222222,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833.0,Medium Popularity,Fast,Moderate,June
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,42.58588104502501,I Don’t Wanna Live Forever (Fifty Shades Darker),2016-12-09,pop,0.735,0.451,0.0,-8.374,1.0,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200.0,Medium-Low Popularity,Moderate,Moderate,December
No Lie,Sean Paul,16.0,No Lie,2016-11-18,pop,0.741,0.891,7.0,-2.824,1.0,0.119,0.0437,0.0,0.256,0.449,102.002,225829.00778894473,Low Popularity,Moderate,Loud,November
Don't Wanna Know,Maroon 5,11.0,Don't Wanna Know,2016-10-11,pop,0.777,0.627,7.0,-6.142,1.0,0.10698268610046399,0.356,0.0,0.0956,0.444,100.054,214480.0,Low Popularity,Moderate,Moderate,October
Never Give Up,Sia,67.0,"Never Give Up (From ""Lion"" Soundtrack)",2016-11-18,pop,0.568,0.936,6.0,-2.961,0.0,0.053,0.00497,0.0138,0.12,0.605,91.009,225829.00778894473,Medium Popularity,Slow,Loud,November
First Time,Kygo,69.0,First Time,2017-04-28,pop,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.5098375511751326,90.066,193511.0,Medium Popularity,Slow,Moderate,April
Policeman - Radio Edit,Eva Simons,0.0,Policeman,2015-08-28,pop,0.643,0.955,6.0,-1.586,1.0,0.134,0.0515,1.13e-06,0.328,0.881,104.709,225829.00778894473,Unknown,Moderate,Loud,August
Hey Baby,Dimitri Vegas & Like Mike,0.0,Hey Baby,2016-11-04,pop,0.601,0.877,6.0,-4.547,0.0,0.132,0.0185,0.08365661309457895,0.246,0.855,179.965,191213.0,Unknown,Extremely Fast,Loud,November
I Got You,Bebe Rexha,62.0,I Got You,2016-10-28,pop,0.609,0.887,9.0,-6.7204889102207845,0.0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,191812.0,Medium Popularity,Slow,Moderate,October
E.T.,Katy Perry,65.0,Katy Perry - Teenage Dream: The Complete Confection,2012-03-12,pop,0.603,0.872,5.0,-6.7204889102207845,0.0,0.0792,0.0213,0.0,0.366,0.691,150.104,206373.0,Medium Popularity,Very Fast,Moderate,March
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,4.0,Know No Better,2017-06-02,pop,0.738,0.814,7.0,-4.414,0.0,0.0999,0.132,0.08365661309457895,0.126,0.483,119.041,225850.0,Very Low Popularity,Moderate,Loud,June
Sing Me to Sleep,Alan Walker,61.0,Sing Me to Sleep,2016-06-03,pop,0.491,0.607,4.0,-6.333,0.5638447617132516,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333.0,Medium Popularity,Extremely Fast,Moderate,June
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,42.58588104502501,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",2016-05-06,pop,0.667,0.83,0.0,-5.715,1.0,0.0749,0.0123,0.0,0.191,0.701,113.03,236002.0,Medium-Low Popularity,Moderate,Moderate,May
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,76.0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,pop,0.6545498077701337,0.817,1.0,-3.862,1.0,0.109,0.075,0.0,0.187,0.782,98.064,216409.0,High Popularity,Slow,Loud,February
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,7.0,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),2017-01-26,pop,0.803,0.6989134898547792,1.0,-3.602,0.0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180.0,Very Low Popularity,Moderate,Loud,January
Good Life (with G-Eazy & Kehlani),G-Eazy,65.0,Good Life (with G-Eazy & Kehlani),2017-03-17,pop,0.6545498077701337,0.778,1.0,-5.208,1.0,0.233,0.00638,0.0,0.0563,0.54,168.073,225520.0,Medium Popularity,Extremely Fast,Moderate,March
It Ain't Me (with Selena Gomez),Kygo,42.58588104502501,It Ain't Me (with Selena Gomez),2017-02-16,pop,0.64,0.533,0.0,-6.596,1.0,0.0706,0.119,0.0,0.0864,0.515,99.968,220781.0,Medium-Low Popularity,Slow,Moderate,February
There's Nothing Holdin' Me Back,Shawn Mendes,25.0,Illuminate (Deluxe),2017-04-20,pop,0.857,0.8,2.0,-4.035,1.0,0.0583,0.381,0.0,0.19030977962953666,0.966,121.996,199440.0,Low Popularity,Fast,Loud,April
Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,63.0,Versace On The Floor (Bruno Mars vs. David Guetta),2017-06-27,pop,0.747,0.701,2.0,-4.902,1.0,0.0429,0.108,0.0,0.0712,0.589,100.012,225829.00778894473,Medium Popularity,Moderate,Loud,June
Safe And Sound,Capital Cities,13.0,Safe And Sound,2013-01-01,pop,0.652,0.783,0.0,-4.829,1.0,0.0309,0.000189,0.08365661309457895,0.0889,0.836,117.952,192693.0,Low Popularity,Moderate,Loud,January
Middle,DJ Snake,9.0,Middle,2015-10-16,pop,0.604,0.745,9.0,-4.103,0.5638447617132516,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573.0,Very Low Popularity,Moderate,Loud,October
I'm In Control,AlunaGeorge,5.0,I'm In Control,2016-01-21,pop,0.734,0.847,11.0,-3.713,0.0,0.0346,0.175427786901252,0.000144,0.154,0.673,104.013,209425.0,Very Low Popularity,Moderate,Loud,January
This Is What You Came For,Calvin Harris,79.0,This Is What You Came For,2016-04-29,pop,0.63,0.928,5.387222222222222,-2.787,0.0,0.0331,0.199,0.124,0.148,0.465,123.963,222160.0,High Popularity,Fast,Loud,April
Feel So Close - Radio Edit,Calvin Harris,75.0,18 Months,2012-10-26,pop,0.707,0.6989134898547792,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413.0,High Popularity,Fast,Loud,October
What Lovers Do (feat. SZA),Maroon 5,16.0,What Lovers Do (feat. SZA),2017-08-30,pop,0.795,0.608,5.0,-5.222,0.0,0.0694,0.0767,2.92e-06,0.0853,0.5098375511751326,110.001,199849.0,Low Popularity,Moderate,Moderate,August
Hurtin' Me,Stefflon Don,6.0,Hurtin' Me,2017-08-10,pop,0.539,0.801,0.0,-6.7204889102207845,1.0,0.167,0.0893,4.05e-05,0.152,0.816,203.681,212815.0,Very Low Popularity,Ultra Fast,Moderate,August
No Lie,Sean Paul,7.0,No Lie,2016-11-18,pop,0.743,0.892,7.0,-6.7204889102207845,1.0,0.128,0.046,0.0,0.257,0.472,102.019,221176.0,Very Low Popularity,Moderate,Moderate,November
Trumpets (feat. Sean Paul),Sak Noel,42.58588104502501,Trumpets (feat. Sean Paul),2016-06-03,pop,0.555,0.746,9.0,-4.473,1.0,0.298,0.00279,0.000109,0.0418,0.368,199.767,206400.0,Medium-Low Popularity,Ultra Fast,Loud,June
Let Me Love You - Sean Paul Remix,DJ Snake,0.0,Let Me Love You (Sean Paul Remix),2016-12-21,pop,0.593,0.706,8.0,-6.7204889102207845,1.0,0.0744,0.0208,1.83e-06,0.181,0.121,99.635,215560.0,Unknown,Slow,Moderate,December
Stereo Love - Radio Edit,Edward Maya,65.0,Stereo Love,2010-01-31,pop,0.799,0.783,5.387222222222222,-3.896,0.0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,184573.0,Medium Popularity,Fast,Loud,January
Titanium (feat. Sia),David Guetta,42.58588104502501,Nothing but the Beat (Ultimate Edition),2012-12-07,pop,0.604,0.787,0.0,-3.674,0.0,0.103,0.0679,0.15,0.127,0.301,126.062,245040.0,Medium-Low Popularity,Fast,Loud,December
Poker Face,Lady Gaga,14.0,The Fame Monster (International Deluxe),2009-01-01,pop,0.851,0.806,4.0,-4.618,1.0,0.0788,0.12,0.08365661309457895,0.122,0.775,119.002,237200.0,Low Popularity,Moderate,Loud,January
Chandelier,Sia,54.0,Chandelier,2014-03-17,pop,0.286,0.784,1.0,-2.873,1.0,0.0749,0.0163,6.48e-05,0.19030977962953666,0.618,173.793,216120.0,Medium Popularity,Extremely Fast,Loud,March
A Different Way (with Lauv),DJ Snake,9.0,A Different Way (with Lauv),2017-09-21,pop,0.781,0.765,8.0,-4.092,1.0,0.0385,0.534,0.0,0.152,0.564,121.04495242659672,198286.0,Very Low Popularity,Fast,Loud,September
Locked Out of Heaven,Bruno Mars,78.0,Unorthodox Jukebox,2012-12-07,pop,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.5098375511751326,143.994,233478.0,High Popularity,Very Fast,Loud,December
That's What I Like,Bruno Mars,82.0,24K Magic,2016-11-17,pop,0.853,0.56,1.0,-4.961,1.0,0.0406,0.013,0.0,0.0944,0.5098375511751326,134.066,206693.0,High Popularity,Fast,Loud,November
Panda,Desiigner,42.58588104502501,New English,2016-06-26,pop,0.576,0.766,10.0,-4.943,0.0,0.449,0.028,1.68e-06,0.366,0.236,144.833,246761.0,Medium-Low Popularity,Very Fast,Loud,June
New Rules,Dua Lipa,83.0,Dua Lipa (Deluxe),2017-06-02,pop,0.762,0.7,9.0,-6.021,0.0,0.10698268610046399,0.00261,1.56e-05,0.153,0.608,116.073,209320.0,High Popularity,Moderate,Moderate,June
Scared to Be Lonely,Martin Garrix,81.0,Scared to Be Lonely,2017-01-27,pop,0.584,0.54,1.0,-6.7204889102207845,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,High Popularity,Fast,Moderate,January
"Particula (feat. DJ Maphorisa, Nasty C, Ice Prince, Patoranking & Jidenna)",Major Lazer,0.0,Major Lazer Presents: Give Me Future (Music From & Inspired by the Film),2017-11-17,pop,0.678,0.6989134898547792,8.0,-4.725,1.0,0.0488,0.0265,2.19e-05,0.235,0.386,100.001,204655.0,Unknown,Moderate,Loud,November
Options (feat. Stephen Marley),Pitbull,51.0,Options (feat. Stephen Marley),2017-02-17,pop,0.6545498077701337,0.578,9.0,-5.913,1.0,0.233,0.0553,0.0,0.302,0.514,69.399,239760.0,Medium Popularity,Very Slow,Moderate,February
What Lovers Do (feat. SZA),Maroon 5,16.0,Red Pill Blues (Deluxe),2017-11-03,pop,0.795,0.615,5.0,-5.211,0.0,0.0671,0.0786,2.98e-06,0.0855,0.5098375511751326,110.009,199849.0,Low Popularity,Moderate,Moderate,November
Pumped Up Kicks,Foster The People,83.0,Torches,2011-05-23,pop,0.733,0.71,5.0,-5.849,0.0,0.10698268610046399,0.145,0.115,0.0956,0.965,127.975,239600.0,High Popularity,Fast,Moderate,May
Cheap Thrills,Sia,42.58588104502501,This Is Acting,2016-01-29,pop,0.628,0.698,6.0,-5.608,0.0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667.0,Medium-Low Popularity,Slow,Moderate,January
Can't Stop Dancin',Becky G,56.0,Can't Stop Dancin',2014-11-04,pop,0.645,0.669,0.0,-7.946,0.0,0.0638,0.00545,0.00138,0.0997,0.568,121.04495242659672,198853.0,Medium Popularity,Fast,Moderate,November
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,73.0,"At Night, Alone.",2016-05-06,pop,0.663,0.6989134898547792,7.0,-6.647,0.0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933.0,High Popularity,Moderate,Moderate,May
Cake By The Ocean,DNCE,10.0,SWAAY,2015-10-23,pop,0.771,0.76,4.0,-6.7204889102207845,0.0,0.0514,0.147,0.0,0.053,0.881,119.0,218440.0,Very Low Popularity,Moderate,Moderate,October
Wait,Maroon 5,7.0,Red Pill Blues (Deluxe),2017-11-03,pop,0.659,0.604,8.0,-5.084,1.0,0.0542,0.175427786901252,0.0,0.105,0.407,126.135,190643.0,Very Low Popularity,Fast,Moderate,November
You Don't Want Love,Heikki L,19.0,You Don't Want Love,2014-05-23,pop,0.51,0.891,7.0,-4.995,1.0,0.0451,0.0239,0.0,0.0989,0.408,128.006,225829.00778894473,Low Popularity,Fast,Loud,May
Bang My Head (feat. Sia & Fetty Wap),David Guetta,64.0,Listen Again,2015-11-27,pop,0.599,0.869,0.0,-3.697,1.0,0.0789,0.0525,0.00719,0.19030977962953666,0.593,108.061,193333.0,Medium Popularity,Moderate,Loud,November
Heartbreak Back,Frank Walker,50.0,Heartbreak Back,2018-08-03,pop,0.709,0.616,9.0,-6.246,1.0,0.213,0.38,1.57e-05,0.312,0.5098375511751326,91.921,216848.0,Medium-Low Popularity,Slow,Moderate,August
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,24.0,Sunflower (Spider-Man: Into the Spider-Verse),2018-10-18,pop,0.6545498077701337,0.498,2.0,-5.61,1.0,0.0504,0.551,0.0,0.0706,0.927,89.95,158053.0,Low Popularity,Slow,Moderate,October
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,22.0,Sick Boy...This Feeling,2018-09-18,pop,0.539,0.651,5.387222222222222,-5.304,1.0,0.0432,0.0651,0.0,0.0662,0.474,105.159,199227.0,Low Popularity,Moderate,Moderate,September
Nuh Ready Nuh Ready,Calvin Harris,55.0,Nuh Ready Nuh Ready,2018-02-08,pop,0.754,0.779,1.0,-3.288,0.0,0.0387,0.175427786901252,2.81e-05,0.0758,0.41,116.003,184172.0,Medium Popularity,Moderate,Loud,February
Guilty,Neon Dreams,0.0,Guilty,2018-08-24,pop,0.6545498077701337,0.855,10.0,-4.091,1.0,0.224,0.0522,0.0,0.201,0.557,115.038,165749.0,Unknown,Moderate,Loud,August
Better,Khalid,81.0,Suncity,2018-10-18,pop,0.596,0.552,0.0,-6.7204889102207845,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,229320.0,High Popularity,Slow,Moderate,October
breathin,Ariana Grande,78.0,Sweetener,2018-08-17,pop,0.568,0.656,5.387222222222222,-5.413,1.0,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160.0,High Popularity,Moderate,Moderate,August
Wish You Well (feat. Trove),Famba,46.0,Wish You Well (feat. Trove),2018-10-19,pop,0.487,0.778,7.0,-4.914,1.0,0.137,0.175427786901252,0.0,0.0434,0.584,100.039,181295.0,Medium-Low Popularity,Moderate,Loud,October
Without Me,Halsey,88.0,Without Me,2018-10-04,pop,0.6545498077701337,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661.0,High Popularity,Fast,Moderate,October
Silence,Marshmello,81.0,Silence,2017-08-11,pop,0.52,0.761,4.0,-3.093,0.5638447617132516,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823.0,High Popularity,Very Fast,Loud,August
Eastside (with Halsey & Khalid),benny blanco,84.0,Eastside (with Halsey & Khalid),2018-07-12,pop,0.56,0.68,6.0,-7.648,0.0,0.10698268610046399,0.555,0.0,0.116,0.319,89.391,173800.0,High Popularity,Slow,Moderate,July
